transaction_id,sku,warehouse_id,transaction_type,quantity_change,timestamp
TXN0003632,PROD00153,WH005,TRANSFER,98,2023-05-25T00:00:00
TXN0003633,PROD00006,WH001,INBOUND,51,2023-08-21T00:00:00
TXN0003634,PRO00137,WH001,ADJUSTMENT,130,2025-08-11T00:00:00
TXN0003635,PROD00006,WH003,RETURN,193,2025-08-26T00:00:00
TXN0003636,PRO00064,WH001,TRANSFER,186,2023-03-14T00:00:00
TXN0003637,SKU00188,WH001,INBOUND,64,2024-02-13T00:00:00
TXN0003638,PRO00104,WH002,TRANSFER,64,2023-11-09T00:00:00
TXN0003639,SKU00142,WH004,ADJUSTMENT,88,2024-03-02T00:00:00
TXN0003640,PROD00129,WH004,INBOUND,160,2023-10-01T00:00:00
TXN0003641,ITM00105,WH005,INBOUND,37,2023-02-18T00:00:00
TXN0003642,SKU00170,WH001,ADJUSTMENT,153,2023-05-25T00:00:00
TXN0003643,ITM00001,WH003,OUTBOUND,-115,2023-07-17T00:00:00
TXN0003644,PRO00005,WH003,OUTBOUND,-181,2023-04-27T00:00:00
TXN0003645,PRO00150,WH001,INBOUND,186,2024-01-06T00:00:00
TXN0003646,SKU00046,WH003,ADJUSTMENT,163,2023-10-29T00:00:00
TXN0003647,ITM00043,WH001,ADJUSTMENT,122,2024-09-26T00:00:00
TXN0003648,SKU00190,WH001,OUTBOUND,-191,2025-03-22T00:00:00
TXN0003649,PRO00097,WH001,TRANSFER,65,2023-09-23T00:00:00
TXN0003650,PROD00084,WH005,RETURN,19,2023-06-01T00:00:00
TXN0003651,PROD00024,WH002,INBOUND,151,2024-02-17T00:00:00
TXN0003652,PRO00068,WH003,INBOUND,2,2024-03-16T00:00:00
TXN0003653,SKU00197,WH003,INBOUND,19,2023-08-02T00:00:00
TXN0003654,PRO00092,WH002,OUTBOUND,-40,2023-06-09T00:00:00
TXN0003655,PROD00073,WH005,OUTBOUND,-25,2024-12-04T00:00:00
TXN0003656,SKU00116,WH002,OUTBOUND,-150,2025-06-22T00:00:00
TXN0003657,PRO00068,WH005,INBOUND,113,2025-03-15T00:00:00
TXN0003658,PRO00076,WH002,RETURN,153,2024-01-29T00:00:00
TXN0003659,SKU00169,WH001,ADJUSTMENT,14,2024-09-20T00:00:00
TXN0003660,SKU00103,WH003,INBOUND,81,2024-08-04T00:00:00
TXN0003661,PRO00042,WH005, INBOUND ,62,2025-04-03T00:00:00
TXN0003662,PRO00003,WH003,TRANSFER,1,2024-04-17T00:00:00
TXN0003663,SKU00118,WH003,RETURN,18,2025-06-07T00:00:00
TXN0003664,PRO00076,WH004, OUTBOUND,-2,2025-05-20T00:00:00
TXN0003665,PROD00129,WH005,RETURN,199,2024-10-01T00:00:00
TXN0003666,PROD00024,WH003,OUTBOUND,-131,2023-02-14T00:00:00
TXN0003667,SKU00082,WH005,TRANSFER,137,2023-01-15T00:00:00
TXN0003668,PRO00064,WH005,INBOUND,152,2023-07-06T00:00:00
TXN0003669,PRO00042,WH002,INBOUND,133,2023-12-24T00:00:00
TXN0003670,PRO00085,WH005,INBOUND,118,2024-10-14T00:00:00
TXN0003671,PROD00145,WH004,OUTBOUND,-159,2023-06-30T00:00:00
TXN0003672,PRO00085,WH002,INBOUND,71,2023-01-31T00:00:00
TXN0003673,PRO00053,WH004,TRANSFER,71,2024-03-22T00:00:00
TXN0003674,ITM00001,WH001,ADJUSTMENT,123,2023-10-20T00:00:00
TXN0003675,PROD00125,WH004,INBOUND,189,2024-03-05T00:00:00
TXN0003676,PRO00119,WH001,ADJUSTMENT,184,2023-09-21T00:00:00
TXN0003677,ITM00126,WH003, INBOUND ,168,2024-10-24T00:00:00
TXN0003678,SKU00138,WH001,RETURN,79,2023-11-09T00:00:00
TXN0003679,PRO00007,WH003,OUTBOUND,-3,2024-01-06T00:00:00
TXN0003680,PRO00148,WH002,INBOUND,135,2024-07-17T00:00:00
TXN0003681,SKU00082,WH004,,38,2023-03-03T00:00:00
TXN0003682,SKU00170,WH005,ADJUSTMENT,178,2025-07-25T00:00:00
TXN0003683,ITM00112,WH005,INBOUND,131,2024-11-01T00:00:00
TXN0003684,PROD00167,WH004,RETURN,167,2023-08-18T00:00:00
TXN0003685,PROD00121,WH004,INBOUND,10,2025-04-01T00:00:00
TXN0003686,PRO00076,WH005,TRANSFER,186,2024-05-17T00:00:00
TXN0003687,ITM00175,WH003,RETURN,120,2023-03-20T00:00:00
TXN0003688,PROD00149,WH004,ADJUSTMENT,140,2025-05-27T00:00:00
TXN0003689,PRO00042,WH001,ADJUSTMENT,193,2024-08-18T00:00:00
TXN0003690,PROD00018,WH005,TRANSFER,118,2025-07-14T00:00:00
TXN0003691,PRO00151,WH005,TRANSFER,17,2025-08-05T00:00:00
TXN0003692,PROD00102,WH005,RETURN,19,2023-02-27T00:00:00
TXN0003693,PRO00055,WH001,TRANSFER,86,2024-07-25T00:00:00
TXN0003694,PRO00052,WH002,ADJUSTMENT,189,2024-07-06T00:00:00
TXN0003695,SKU00082,WH005,RETURN,37,2025-06-29T00:00:00
TXN0003696,PRO00060,WH001,TRANSFER,130,2025-06-08T00:00:00
TXN0003697,ITM00172,WH004,OUTBOUND,-181,2024-07-22T00:00:00
TXN0003698,SKU00190,WH005,TRANSFER,119,2023-01-13T00:00:00
TXN0003699,ITM00099,WH004,ADJUSTMENT,94,2023-01-02T00:00:00
TXN0003700,PRO00137,WH004,ADJUSTMENT,128,2023-04-17T00:00:00
TXN0003701,SKU00057,WH005,TRANSFER,1,2025-04-18T00:00:00
TXN0003702,PRO00104,WH003,RETURN,133,2023-06-06T00:00:00
TXN0003703,SKU00094,WH003,TRANSFER,83,2024-09-13T00:00:00
TXN0003704,PROD00090,WH001,OUTBOUND,-96,2024-04-01T00:00:00
TXN0003705,SKU00141,WH004,INBOUND,67,2023-07-09T00:00:00
TXN0003706,SKU00093,WH003,ADJUSTMENT,132,2023-03-15T00:00:00
TXN0003707,ITM00096,WH004, INBOUND ,14,2025-02-06T00:00:00
TXN0003708,PROD00044,WH005,INBOUND,103,2024-07-13T00:00:00
TXN0003709,SKU00170,WH002,TRANSFER,127,2024-02-07T00:00:00
TXN0003710,SKU00098,WH003,ADJUSTMENT,44,2024-03-02T00:00:00
TXN0003711,PRO00163,WH005,ADJUSTMENT,130,2024-01-08T00:00:00
TXN0003712,PRO00014,WH001,TRANSFER,98,2023-11-11T00:00:00
TXN0003713,ITM00011,WH004,ADJUSTMENT,163,2023-08-01T00:00:00
TXN0003714,PROD00059,WH003,TRANSFER,72,2024-04-15T00:00:00
TXN0003715,ITM00111,WH005,,38,2023-01-14T00:00:00
TXN0003716,PRO00193,WH004,ADJUSTMENT,21,2025-06-27T00:00:00
TXN0003717,SKU00067,WH003,ADJUSTMENT,174,2025-05-09T00:00:00
TXN0003718,PRO00003,WH001,TRANSFER,200,2025-04-29T00:00:00
TXN0003719,PROD00108,WH003,OUTBOUND,-157,2023-05-27T00:00:00
TXN0003720,SKU00197,WH005,RETURN,176,2023-12-25T00:00:00
TXN0003721,PRO00156,WH004,ADJUSTMENT,141,2024-06-22T00:00:00
TXN0003722,PROD00062,WH001,ADJUSTMENT,161,2024-04-01T00:00:00
TXN0003723,SKU00188,WH001,TRANSFER,121,2023-08-13T00:00:00
TXN0003724,PROD00136,WH004,OUTBOUND,-191,2023-06-11T00:00:00
TXN0003725,PRO00087,WH002,RETURN,144,
TXN0003726,PROD00075,WH003,ADJUSTMENT,4,
TXN0003727,ITM00135,WH002,TRANSFER,142,2023-02-07T00:00:00
TXN0003728,PRO00161,WH003,TRANSFER,60,2023-08-11T00:00:00
TXN0003729,PRO00003,WH005,OUTBOUND,-75,2024-12-10T00:00:00
TXN0003730,SKU00094,WH001,TRANSFER,97,2024-05-11T00:00:00
TXN0003731,ITM00158,WH004,RETURN,119,2023-01-26T00:00:00
TXN0003732,PROD00059,WH005,OUTBOUND,-19,2025-06-24T00:00:00
TXN0003733,ITM00128,WH003,RETURN,125,2024-07-12T00:00:00
TXN0003734,PROD00174,WH005,RETURN,21,2024-10-07T00:00:00
TXN0003735,PRO00115,WH003,ADJUSTMENT,108,2025-01-30T00:00:00
TXN0003736,ITM00099,WH001,INBOUND,113,2024-02-15T00:00:00
TXN0003737,SKU00098,WH001,RETURN,12,2025-07-12T00:00:00
TXN0003738,PRO00005,WH004,OUTBOUND,-23,2023-07-26T00:00:00
TXN0003739,PRO00076,WH002,ADJUSTMENT,194,2024-06-22T00:00:00
TXN0003740,SKU00142,WH004,ADJUSTMENT,12,2025-07-15T00:00:00
TXN0003741,PRO00157,WH001,INBOUND,22,2025-01-26T00:00:00
TXN0003742,SKU00054,WH002,TRANSFER,120,2024-04-09T00:00:00
TXN0003743,PROD00182,WH001,INBOUND,105,2023-10-06T00:00:00
TXN0003744,PRO00097,WH005,RETURN,177,2023-10-25T00:00:00
TXN0003745,PRO00183,WH002,RETURN,77,
TXN0003746,PROD00107,WH002,RETURN,82,2024-03-19T00:00:00
TXN0003747,PROD00048,WH003,TRANSFER,39,2025-07-14T00:00:00
TXN0003748,PRO00104,WH003,RETURN,72,2023-04-07T00:00:00
TXN0003749,PRO00085,WH002,INBOUND,62,2024-03-01T00:00:00
TXN0003750,PROD00136,WH004,TRANSFER,147,2025-01-14T00:00:00
TXN0003751,SKU00041,WH002,INBOUND,117,2023-11-23T00:00:00
TXN0003752,SKU00020,WH002,TRANSFER,74,2024-01-11T00:00:00
TXN0003753,PROD00160,WH001,OUTBOUND,-131,2025-07-04T00:00:00
TXN0003754,PROD00147,WH001,INBOUND,178,2025-01-15T00:00:00
TXN0003755,PRO00195,WH001,INBOUND,5,2025-05-11T00:00:00
TXN0003756,PROD00106,WH005,ADJUSTMENT,66,2023-02-28T00:00:00
TXN0003757,SKU00041,WH002,RETURN,102,2023-03-31T00:00:00
TXN0003758,SKU00002,WH001,OUTBOUND,-144,2023-05-20T00:00:00
TXN0003759,PRO00019,WH003,TRANSFER,74,2023-01-07T00:00:00
TXN0003760,PROD00153,WH002,INBOUND,20,2023-01-29T00:00:00
TXN0003761,PROD00199,WH005,OUTBOUND,-181,2024-03-23T00:00:00
TXN0003762,PRO00055,WH004,TRANSFER,117,2025-04-18T00:00:00
TXN0003763,SKU00154,WH004,TRANSFER ,90,2025-01-11T00:00:00
TXN0003764,SKU00072,WH002,TRANSFER,170,2025-02-15T00:00:00
TXN0003765,PROD00045,WH004,ADJUSTMENT,140,2025-08-19T00:00:00
TXN0003766,ITM00158,WH003,OUTBOUND,-122,2024-05-15T00:00:00
TXN0003767,PROD00056,WH001,ADJUSTMENT,78,2024-08-09T00:00:00
TXN0003768,PROD00080,WH005,INBOUND,193,2025-05-30T00:00:00
TXN0003769,PRO00092,WH005,RETURN,193,2024-10-17T00:00:00
TXN0003770,ITM00011,WH003,OUTBOUND,-147,2025-03-06T00:00:00
TXN0003771,PROD00024,WH005,OUTBOUND,-180,2023-04-05T00:00:00
TXN0003772,SKU00194,WH004,ADJUSTMENT,26,2023-04-21T00:00:00
TXN0003773,SKU00072,WH002,,142,2024-03-29T00:00:00
TXN0003774,PRO00163,WH001,ADJUSTMENT,100,2024-11-14T00:00:00
TXN0003775,PRO00032,WH004,RETURN,70,2024-01-12T00:00:00
TXN0003776,SKU00103,WH004,INBOUND,55,2024-11-13T00:00:00
TXN0003777,SKU00098,WH002,OUTBOUND,-7,2023-09-07T00:00:00
TXN0003778,SKU00069,WH003,INBOUND,28,2024-09-30T00:00:00
TXN0003779,ITM00040,WH005,INBOUND,54,2023-10-27T00:00:00
TXN0003780,PRO00156,WH003,TRANSFER,65,2023-11-08T00:00:00
TXN0003781,PRO00162,WH005,INBOUND,109,2025-07-01T00:00:00
TXN0003782,PROD00174,WH002,ADJUSTMENT,144,2024-05-23T00:00:00
TXN0003783,SKU00170,WH005,RETURN,175,2023-05-17T00:00:00
TXN0003784,PROD00080,WH002,RETURN,78,2025-08-06T00:00:00
TXN0003785,PROD00075,WH001,,126,2023-01-21T00:00:00
TXN0003786,ITM00158,WH002,,200,2023-05-10T00:00:00
TXN0003787,PRO00081,WH005,OUTBOUND,-109,2024-06-09T00:00:00
TXN0003788,PRO00007,WH005,OUTBOUND,-34,2023-09-01T00:00:00
TXN0003789,SKU00138,WH002,RETURN,36,2024-07-24T00:00:00
TXN0003790,PRO00119,WH005,OUTBOUND,-169,2023-10-27T00:00:00
TXN0003791,ITM00200,WH001,TRANSFER,188,2023-04-11T00:00:00
TXN0003792,PRO00066,WH001,TRANSFER,108,2025-08-15T00:00:00
TXN0003793,PRO00007,WH005,INBOUND,38,2023-11-28T00:00:00
TXN0003794,PRO00095,WH002,ADJUSTMENT,81,2023-12-02T00:00:00
TXN0003795,ITM00043,WH004,ADJUSTMENT,88,2025-02-11T00:00:00
TXN0003796,SKU00122,WH001,INBOUND,1,2023-03-30T00:00:00
TXN0003797,PRO00195,WH002,TRANSFER,49,2023-02-02T00:00:00
TXN0003798,SKU00031,WH001,INBOUND,89,2023-09-16T00:00:00
TXN0003799,ITM00070,WH002,RETURN,177,2024-04-30T00:00:00
TXN0003800,PRO00195,WH001,INBOUND,79,2025-01-21T00:00:00
TXN0003801,ITM00033,WH004,TRANSFER,62,2025-08-15T00:00:00
TXN0003802,PROD00121,WH005,INBOUND,64,2024-03-27T00:00:00
TXN0003803,SKU00086,WH001,OUTBOUND,-22,2025-04-10T00:00:00
TXN0003804,PROD00108,WH002,ADJUSTMENT,158,2023-09-04T00:00:00
TXN0003805,ITM00036,WH005,TRANSFER,170,2025-04-03T00:00:00
TXN0003806,ITM00011,WH001,TRANSFER,29,2025-01-14T00:00:00
TXN0003807,PRO00039,WH003,TRANSFER,110,2023-04-08T00:00:00
TXN0003808,ITM00070,WH002,INBOUND,135,2023-10-31T00:00:00
TXN0003809,PRO00195,WH005,ADJUSTMENT,75,2023-12-29T00:00:00
TXN0003810,SKU00103,WH004,ADJUSTMENT,168,2023-03-13T00:00:00
TXN0003811,PRO00022,WH005,TRANSFER,12,2023-10-28T00:00:00
TXN0003812,PRO00180,WH004,TRANSFER,137,2025-07-16T00:00:00
TXN0003813,PRO00042,WH005, ADJUSTMENT,33,2025-09-09T00:00:00
TXN0003814,PRO00193,WH005,TRANSFER,186,2024-09-23T00:00:00
TXN0003815,PROD00018,WH001,OUTBOUND,-64,2025-03-31T00:00:00
TXN0003816,PRO00087,WH005,RETURN,24,2024-02-28T00:00:00
TXN0003817,PRO00066,WH003,ADJUSTMENT,131,2025-02-26T00:00:00
TXN0003818,ITM00001,WH004, ADJUSTMENT,142,2024-08-02T00:00:00
TXN0003819,PROD00090,WH001,TRANSFER,50,2025-09-19T00:00:00
TXN0003820,SKU00169,WH005,INBOUND,136,2025-01-15T00:00:00
TXN0003821,PRO00092,WH002,,33,2023-02-06T00:00:00
TXN0003822,ITM00099,WH002,INBOUND,80,2024-05-18T00:00:00
TXN0003823,SKU00067,WH002,INBOUND,68,2023-03-05T00:00:00
TXN0003824,PRO00010,WH002,,142,2023-08-23T00:00:00
TXN0003825,PROD00192,WH003,RETURN,189,2024-04-04T00:00:00
TXN0003826,PRO00085,WH003,ADJUSTMENT,123,2024-01-01T00:00:00
TXN0003827,SKU00118,WH004,RETURN,81,2023-07-27T00:00:00
TXN0003828,PROD00045,WH004,TRANSFER,189,2025-03-21T00:00:00
TXN0003829,PRO00022,WH003,ADJUSTMENT,70,2023-10-23T00:00:00
TXN0003830,PRO00038,WH001,TRANSFER,127,2025-01-30T00:00:00
TXN0003831,PROD00129,WH003,RETURN,49,2023-06-04T00:00:00
TXN0003832,PROD00102,WH005,ADJUSTMENT,107,2023-10-22T00:00:00
TXN0003833,SKU00120,WH001,INBOUND,87,2023-10-30T00:00:00
TXN0003834,SKU00159,WH005,ADJUSTMENT,121,2024-12-01T00:00:00
TXN0003835,PROD00153,WH005,OUTBOUND,-177,2024-07-18T00:00:00
TXN0003836,PRO00037,WH004,ADJUSTMENT,181,2023-06-27T00:00:00
TXN0003837,SKU00046,WH002,INBOUND,169,2023-01-14T00:00:00
TXN0003838,PROD00056,WH003,TRANSFER,16,2025-02-25T00:00:00
TXN0003839,SKU00197,WH002,INBOUND,112,2024-10-04T00:00:00
TXN0003840,PRO00183,WH004,RETURN,33,2025-08-27T00:00:00
TXN0003841,PROD00145,WH002,OUTBOUND,-69,2025-08-19T00:00:00
TXN0003842,PRO00193,WH004,ADJUSTMENT,182,2023-10-01T00:00:00
TXN0003843,PRO00081,WH002,ADJUSTMENT,64,2023-02-26T00:00:00
TXN0003844,ITM00070,WH003,OUTBOUND,-155,2023-12-21T00:00:00
TXN0003845,ITM00113,WH001,ADJUSTMENT,53,2023-11-26T00:00:00
TXN0003846,SKU00057,WH003,OUTBOUND,-116,2023-01-12T00:00:00
TXN0003847,PRO00100,WH005,OUTBOUND,-156,2025-09-04T00:00:00
TXN0003848,ITM00040,WH005,ADJUSTMENT,56,2023-07-26T00:00:00
TXN0003849,SKU00152,WH004,INBOUND,92,
TXN0003850,PROD00171,WH002,INBOUND,93,2025-01-04T00:00:00
TXN0003851,PROD00184,WH003,ADJUSTMENT,167,2023-02-19T00:00:00
TXN0003852,PRO00052,WH003,OUTBOUND,-123,2025-03-06T00:00:00
TXN0003853,ITM00063,WH002,TRANSFER,91,2024-12-11T00:00:00
TXN0003854,PROD00018,WH002,TRANSFER,26,2023-02-25T00:00:00
TXN0003855,PROD00132,WH001,ADJUSTMENT,186,2024-10-01T00:00:00
TXN0003856,PRO00074,WH003,OUTBOUND,-117,2025-01-21T00:00:00
TXN0003857,SKU00122,WH005,TRANSFER,107,2023-03-11T00:00:00
TXN0003858,PROD00125,WH004,OUTBOUND,-6,2024-10-08T00:00:00
TXN0003859,ITM00114,WH002,TRANSFER,7,2024-09-10T00:00:00
TXN0003860,PRO00068,WH005,TRANSFER,37,2023-06-18T00:00:00
TXN0003861,PRO00038,WH003,INBOUND,57,2024-09-02T00:00:00
TXN0003862,SKU00069,WH001,ADJUSTMENT,176,2024-08-16T00:00:00
TXN0003863,PRO00162,WH002, OUTBOUND ,-76,2025-07-13T00:00:00
TXN0003864,SKU00054,WH005,RETURN,131,2023-02-20T00:00:00
TXN0003865,PRO00193,WH004,TRANSFER,9,2024-03-03T00:00:00
TXN0003866,PRO00076,WH003,TRANSFER,50,2025-06-18T00:00:00
TXN0003867,SKU00094,WH004,ADJUSTMENT,62,2023-03-11T00:00:00
TXN0003868,PROD00073,WH003,INBOUND,166,2025-07-28T00:00:00
TXN0003869,PROD00056,WH001,ADJUSTMENT,152,2024-04-27T00:00:00
TXN0003870,PROD00125,WH005,ADJUSTMENT,56,2025-06-15T00:00:00
TXN0003871,PROD00117,WH005,ADJUSTMENT,38,2023-09-05T00:00:00
TXN0003872,ITM00043,WH005,TRANSFER,38,2025-05-13T00:00:00
TXN0003873,PRO00055,WH005,INBOUND,113,2024-08-13T00:00:00
TXN0003874,PROD00090,WH001,ADJUSTMENT,88,2025-07-23T00:00:00
TXN0003875,ITM00015,WH004,RETURN,17,2024-11-08T00:00:00
TXN0003876,PRO00017,WH004,INBOUND,169,
TXN0003877,PRO00109,WH005,OUTBOUND,-173,2024-07-30T00:00:00
TXN0003878,ITM00036,WH004,INBOUND,20,2023-06-07T00:00:00
TXN0003879,PROD00164,WH002,OUTBOUND,-136,2023-04-19T00:00:00
TXN0003880,SKU00093,WH002,RETURN,149,2023-05-14T00:00:00
TXN0003881,PRO00151,WH001,RETURN,70,2023-01-23T00:00:00
TXN0003882,ITM00096,WH005,INBOUND,180,
TXN0003883,PRO00039,WH002,ADJUSTMENT,117,2024-08-27T00:00:00
TXN0003884,SKU00057,WH001,OUTBOUND,-94,2025-02-13T00:00:00
TXN0003885,PRO00032,WH001,ADJUSTMENT,24,2024-01-20T00:00:00
TXN0003886,SKU00170,WH004,TRANSFER,121,2025-04-01T00:00:00
TXN0003887,ITM00040,WH003,TRANSFER,8,2024-10-22T00:00:00
TXN0003888,PRO00029,WH001,TRANSFER,10,2023-04-09T00:00:00
TXN0003889,SKU00140,WH004,OUTBOUND,-141,2024-06-05T00:00:00
TXN0003890,PROD00004,WH005,TRANSFER,79,2024-08-08T00:00:00
TXN0003891,PROD00084,WH005,OUTBOUND ,-174,2024-09-26T00:00:00
TXN0003892,SKU00093,WH002, TRANSFER ,125,2023-10-26T00:00:00
TXN0003893,SKU00035,WH005,TRANSFER,101,2024-10-17T00:00:00
TXN0003894,PRO00032,WH005,TRANSFER,52,2024-12-07T00:00:00
TXN0003895,PRO00042,WH004,INBOUND,1,2024-11-10T00:00:00
TXN0003896,ITM00065,WH002,OUTBOUND,-27,2025-03-29T00:00:00
TXN0003897,PRO00030,WH003,,29,2025-09-13T00:00:00
TXN0003898,ITM00011,WH004,RETURN,170,2024-07-30T00:00:00
TXN0003899,PROD00008,WH002,RETURN,121,2024-11-14T00:00:00
TXN0003900,SKU00098,WH005,OUTBOUND,-176,2025-02-19T00:00:00
TXN0003901,PROD00008,WH005,TRANSFER,132,2023-10-23T00:00:00
TXN0003902,PROD00145,WH002,ADJUSTMENT,126,2025-05-17T00:00:00
TXN0003903,ITM00077,WH001,RETURN,163,2023-05-20T00:00:00
TXN0003904,ITM00166,WH001,OUTBOUND,-180,2024-07-18T00:00:00
TXN0003905,PROD00049,WH003, OUTBOUND ,-128,2025-06-26T00:00:00
TXN0003906,PRO00032,WH003,INBOUND,4,2024-07-17T00:00:00
TXN0003907,PROD00129,WH003, TRANSFER ,70,2023-10-29T00:00:00
TXN0003908,PRO00157,WH004,RETURN,193,2025-07-12T00:00:00
TXN0003909,PROD00051,WH002, ADJUSTMENT ,176,2024-10-09T00:00:00
TXN0003910,PRO00097,WH002,RETURN,64,2025-01-17T00:00:00
TXN0003911,PRO00027,WH001,RETURN,19,2023-02-16T00:00:00
TXN0003912,PROD00051,WH005,TRANSFER,63,2025-08-16T00:00:00
TXN0003913,PRO00060,WH001,OUTBOUND,-20,2023-08-27T00:00:00
TXN0003914,PRO00053,WH004,INBOUND,146,2024-02-04T00:00:00
TXN0003915,PRO00022,WH001,OUTBOUND,-183,2023-06-15T00:00:00
TXN0003916,PROD00004,WH003,ADJUSTMENT,171,2023-12-26T00:00:00
TXN0003917,PRO00137,WH005,ADJUSTMENT,147,2024-07-22T00:00:00
TXN0003918,PROD00075,WH004,TRANSFER,97,2023-06-20T00:00:00
TXN0003919,SKU00002,WH001,TRANSFER,32,2024-10-24T00:00:00
TXN0003920,PRO00115,WH003,OUTBOUND,-194,2025-03-30T00:00:00
TXN0003921,PRO00052,WH003,ADJUSTMENT,56,2023-09-28T00:00:00
TXN0003922,PRO00109,WH004,OUTBOUND,-170,2023-04-21T00:00:00
TXN0003923,ITM00189,WH005,RETURN,102,2024-03-13T00:00:00
TXN0003924,ITM00063,WH001,INBOUND,43,2025-09-27T00:00:00
TXN0003925,ITM00043,WH001,ADJUSTMENT,69,2025-08-21T00:00:00
TXN0003926,PRO00097,WH003,OUTBOUND,-151,2024-12-25T00:00:00
TXN0003927,PRO00039,WH005,OUTBOUND,-30,
TXN0003928,PRO00087,WH002,INBOUND,11,2025-04-17T00:00:00
TXN0003929,PROD00147,WH004,RETURN,33,2025-05-09T00:00:00
TXN0003930,PROD00174,WH004,ADJUSTMENT,167,2024-09-30T00:00:00
TXN0003931,SKU00089,WH001,INBOUND,74,2023-04-26T00:00:00
TXN0003932,PRO00198,WH003,ADJUSTMENT,187,2025-08-29T00:00:00
TXN0003933,SKU00098,WH004,ADJUSTMENT,162,2024-11-13T00:00:00
TXN0003934,ITM00126,WH002,RETURN,110,2025-07-20T00:00:00
TXN0003935,SKU00159,WH003,RETURN,160,2025-05-19T00:00:00
TXN0003936,SKU00190,WH001,ADJUSTMENT,94,2025-06-27T00:00:00
TXN0003937,SKU00120,WH004,TRANSFER,141,2025-01-15T00:00:00
TXN0003938,PROD00121,WH002,TRANSFER,33,2024-07-30T00:00:00
TXN0003939,ITM00043,WH003,RETURN,180,2024-04-17T00:00:00
TXN0003940,PRO00039,WH005,TRANSFER,161,2023-08-01T00:00:00
TXN0003941,PRO00183,WH002,OUTBOUND,-145,2024-04-28T00:00:00
TXN0003942,PROD00168,WH005,OUTBOUND,-177,2023-05-25T00:00:00
TXN0003943,PRO00017,WH001,INBOUND,84,2024-02-26T00:00:00
TXN0003944,PRO00074,WH002,RETURN,186,2024-04-03T00:00:00
TXN0003945,SKU00143,WH003,TRANSFER,69,2024-02-11T00:00:00
TXN0003946,PRO00100,WH003,OUTBOUND,-174,2023-12-06T00:00:00
TXN0003947,PROD00168,WH002,INBOUND,82,2024-09-17T00:00:00
TXN0003948,PRO00003,WH004,TRANSFER,52,2023-10-10T00:00:00
TXN0003949,SKU00152,WH005,OUTBOUND,-112,2024-02-23T00:00:00
TXN0003950,PROD00045,WH003,TRANSFER,88,2024-11-18T00:00:00
TXN0003951,ITM00065,WH004,TRANSFER ,102,2025-07-10T00:00:00
TXN0003952,ITM00021,WH004,,21,2023-06-21T00:00:00
TXN0003953,SKU00046,WH005,ADJUSTMENT,147,2025-04-29T00:00:00
TXN0003954,PRO00144,WH002,OUTBOUND,-137,2023-10-08T00:00:00
TXN0003955,SKU00140,WH005,INBOUND,163,2025-09-02T00:00:00
TXN0003956,PROD00049,WH002,INBOUND,12,2024-01-30T00:00:00
TXN0003957,PRO00017,WH004,RETURN,184,2023-01-11T00:00:00
TXN0003958,SKU00194,WH004,RETURN,187,2024-01-07T00:00:00
TXN0003959,PRO00037,WH002,INBOUND,177,2024-09-30T00:00:00
TXN0003960,PRO00027,WH005,INBOUND,70,2023-12-24T00:00:00
TXN0003961,PRO00151,WH003,TRANSFER,6,2025-07-15T00:00:00
TXN0003962,ITM00113,WH002,TRANSFER,69,2025-09-18T00:00:00
TXN0003963,SKU00130,WH001,ADJUSTMENT,124,2024-06-06T00:00:00
TXN0003964,ITM00172,WH003,INBOUND,66,2024-04-10T00:00:00
TXN0003965,PRO00092,WH002,TRANSFER,1,2023-08-26T00:00:00
TXN0003966,PRO00074,WH004,RETURN,173,2025-01-26T00:00:00
TXN0003967,PROD00132,WH005,INBOUND,170,2023-05-06T00:00:00
TXN0003968,PROD00167,WH005,ADJUSTMENT,8,2023-03-06T00:00:00
TXN0003969,PROD00090,WH005,TRANSFER,145,2024-12-31T00:00:00
TXN0003970,PRO00019,WH003,RETURN,191,2023-11-16T00:00:00
TXN0003971,PROD00075,WH005,RETURN,97,2024-08-29T00:00:00
TXN0003972,ITM00033,WH001, ADJUSTMENT ,149,2023-11-01T00:00:00
TXN0003973,SKU00130,WH004,RETURN,119,2023-09-24T00:00:00
TXN0003974,SKU00072,WH003,INBOUND,173,2025-09-08T00:00:00
TXN0003975,PROD00108,WH004,ADJUSTMENT,36,2024-11-24T00:00:00
TXN0003976,SKU00089,WH004,TRANSFER,9,2024-11-18T00:00:00
TXN0003977,PRO00053,WH001,RETURN,7,2023-11-23T00:00:00
TXN0003978,ITM00001,WH005,ADJUSTMENT,142,2025-04-25T00:00:00
TXN0003979,SKU00026,WH002,OUTBOUND,-129,2025-02-22T00:00:00
TXN0003980,ITM00025,WH001,ADJUSTMENT,90,2024-11-30T00:00:00
TXN0003981,ITM00175,WH005,INBOUND,95,2024-03-13T00:00:00
TXN0003982,ITM00126,WH004,ADJUSTMENT,37,2025-08-03T00:00:00
TXN0003983,PRO00038,WH001,OUTBOUND,-9,2025-09-20T00:00:00
TXN0003984,PRO00066,WH001,RETURN,177,2025-01-23T00:00:00
TXN0003985,PRO00137,WH002,RETURN,192,
TXN0003986,SKU00002,WH005,OUTBOUND,-164,2025-06-22T00:00:00
TXN0003987,PRO00163,WH003,TRANSFER,69,2025-08-06T00:00:00
TXN0003988,PROD00008,WH001,ADJUSTMENT,110,2024-09-21T00:00:00
