purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO001502,SUP014,ITM00058,153,17-02-2025,2025-04-05,In Transit
PO001503,SUP012,SKU00143,156,2024-12-25,2025-01-27,Delayed
PO001504,SUP028,PRO00161,135,2024-10-09,02-11-2024,Cancelled
PO001505,SUP004,ITM00113,508,2023-05-22,2023-06-24,In Transit
PO001506,SUP028,PRO00161,252,2025-08-26,2025-09-22,Delayed
PO001507,SUP027,PRO00039,256,2024-10-19,2024-11-12,Delayed
PO001508,SUP011,ITM00001,118,11/07/2023,2023-12-19,Delivered
PO001509,SUP024,PROD00149,308,2024-12-08,2024-12-29,Delayed
PO001510,SUP021,ITM00036,206,2024-06-30,2024-08-14,Delayed
PO001511,SUP013,SKU00079,467,2025-02-26,2025-03-08,Delayed
PO001512,SUP018,PRO00163,500,2025-03-04,2025-03-25,Pending
PO001513,SUP024,ITM00172,154,2025-04-10,2025-05-27,In Transit
PO001514,SUP020,ITM00040,244,2025-03-16,2025-04-14,Delayed
PO001515,SUP003,SKU00169,373,2025-05-24,2025-06-27,Cancelled
PO001516,SUP002,PROD00192,435,2023-10-21,2023-10-29,In Transit
PO001517,SUP009,ITM00158,217,2023-08-03,2023-08-18,Delayed
PO001518,SUP014,PRO00078,333,2024-07-14,2024-08-20,Cancelled
PO001519,SUP029,PRO00019,91,2024-12-01,2024-12-25,Cancelled
PO001520,SUP002,PRO00157,111,2024-08-26,2024-10-14,Pending
PO001521,SUP012,PROD00136,455,2025-08-31,2025-09-10,Delayed
PO001522,SUP005,SKU00118,268,27-12-2023,2024-01-28,Delivered
PO001523,SUP005,SKU00079,439,2023-11-30,2024-01-15,Pending
PO001524,SUP019,PROD00153,343,2023-01-05,2023-01-14,In Transit
PO001525,SUP011,ITM00105,439,2023-02-20,07-04-2023,Cancelled
PO001526,SUP011,PRO00081,297,29-12-2024,2025-02-13,Cancelled
PO001527,SUP026,PRO00131,252,2025-04-19,2025-05-05,Delayed
PO001528,SUP002,PROD00153,241,2023-11-18,2024-01-05,Delayed
PO001529,SUP019,PROD00016,265,2023-11-19,2024-01-06,Delivered
PO001530,SUP023,ITM00114,533,2023-05-04,2023-05-12,Pending
PO001531,SUP026,SKU00093,100,2024-06-11,2024-06-17,Delivered
PO001532,SUP016,ITM00111,413,2024-01-31,2024-03-05,Cancelled
PO001533,SUP014,ITM00189,67,2025-01-09,2025-02-10,Delivered
PO001534,SUP007,PROD00165,383,2024-08-27,2024-10-01,Pending
PO001535,SUP008,PRO00076,475,2024-04-03,2024-05-13,Delivered
PO001536,SUP006,PROD00059,277,2023-07-18,2023-08-25,Cancelled
PO001537,SUP030,PROD00145,439,2023-02-19,2023-03-26,Delivered
PO001538,SUP024,PRO00052,257,2025-09-10,2025-09-27,Cancelled
PO001539,SUP029,ITM00040,536,2024-04-13,2024-05-22,Cancelled
PO001540,SUP001,PRO00131,236,2024-08-21,2024-09-24,In Transit
PO001541,SUP025,ITM00063,450,2025-08-07,2025-08-28,In Transit
PO001542,SUP018,PRO00029,321,2023-04-18,2023-05-07,Pending
PO001543,SUP024,SKU00181,168,2023-06-09,2023-07-13,Delayed
PO001544,SUP019,SKU00196,188,2023-02-15,2023-04-04,Pending
PO001545,SUP003,PRO00012,353,2023-03-24,2023-04-28,Pending
PO001546,SUP030,ITM00021,432,2023-07-09,07/15/2023,In Transit
PO001547,SUP008,PRO00039,244,2024-07-31,2024-09-11,In Transit
PO001548,SUP014,PROD00123,500,2023-05-18,2023-06-04,In Transit
PO001549,SUP002,SKU00122,461,2023-11-28,2024-01-05,Cancelled
PO001550,SUP016,SKU00089,,2025-03-27,2025-04-20,Delivered
PO001551,SUP022,ITM00175,140,2023-03-15,2023-03-31,In Transit
PO001552,SUP007,ITM00112,329,2024-03-12,2024-03-29,Pending
PO001553,SUP017,SKU00103,330,2023-01-10,2023-02-15,Pending
PO001554,SUP019,PRO00193,94,2023-07-03,2023-07-29,Delivered
PO001555,SUP022,PRO00074,,2023-12-10,2023-12-24,Delivered
PO001556,SUP004,SKU00169,514,2023-04-20,2023-06-05, Delivered
PO001557,SUP030,SKU00138,397,2025-08-17,2025-09-17,In Transit
PO001558,SUP012,PRO00029,421,2025-08-09,2025-08-18,Delivered
PO001559,SUP002,SKU00190,176,2023-07-11,2023-07-24,Pending
PO001560,SUP004,PROD00184,342,2023-08-26,2023-09-01,Delayed
PO001561,SUP016,SKU00035,110,2024-11-14,2024-11-25,Pending
PO001562,SUP020,ITM00110,445,2025-08-20,2025-09-28,In Transit
PO001563,SUP017,PROD00108,137,2024-11-23,2024-12-13,Delayed
PO001564,SUP019,PRO00183,542,2023-03-28,2023-04-13,Delivered
PO001565,SUP004,SKU00093,437,2024-01-20,2024-03-04,Cancelled
PO001566,SUP030,ITM00001,425,04/01/2024,2024-05-07,In Transit
PO001567,SUP004,SKU00194,459,2024-11-21,2024-12-18,Pending
PO001568,SUP026,PRO00076,338,01/25/2025,2025-02-18,In Transit
PO001569,SUP012,SKU00197,135,2025-05-03,2025-05-17,Delivered
PO001570,SUP022,PRO00161,281,2023-07-15,2023-08-03,In Transit
PO001571,SUP020,PRO00133,331,2025-09-29,2025-10-12,Delivered
PO001572,SUP013,ITM00127,536,2024-11-28,2025-01-15,In Transit
PO001573,SUP014,SKU00130,208,2023-09-26,2023-10-30,
PO001574,SUP005,PRO00104,238,2025-07-19,2025-08-28,Delivered
PO001575,SUP011,SKU00124,440,2024-07-13,2024-08-28,Delayed
PO001576,SUP007,PRO00007,342,2023-11-01,2023-12-14,Delayed
PO001577,SUP003,PROD00145,98,2024-05-12,2024-05-17,Pending
PO001578,SUP006,PRO00137,517,2023-01-28,2023-02-19,Delivered
PO001579,SUP025,SKU00082,355,2025-09-08,2025-09-13,Delayed
PO001580,SUP011,PRO00007,127,2025-05-08,2025-05-22,Delayed
PO001581,SUP007,SKU00190,322,2025-04-04,2025-05-20,In Transit
PO001582,SUP022,ITM00139,516,2023-03-09,2023-04-03,Pending
PO001583,SUP001,PROD00008,297,2024-07-14,2024-08-28,
PO001584,SUP015,PROD00008,104,2024-05-11,2024-05-18,
PO001585,SUP011,ITM00036,187,2025-07-21,2025-08-22,Pending
PO001586,SUP024,ITM00200,541,2024-11-12,2024-11-21,Cancelled
PO001587,SUP030,ITM00043,184,2025-03-25,2025-04-23,Pending
PO001588,SUP004,SKU00140,85,2025-07-22,2025-09-07,Delivered
PO001589,SUP026,PRO00180,160,2025-03-01,2025-03-28,Cancelled
PO001590,SUP001,PROD00117,382,2023-08-26,2023-09-28, Pending
PO001591,SUP005,SKU00141,476,2025-04-29,2025-05-25,Delivered
PO001592,SUP020,PRO00007,547,2023-04-09,05/13/2023,Delivered
PO001593,SUP027,PROD00182,429,2024-09-13,2024-11-01,Pending
PO001594,SUP010,SKU00031,400,2023-09-07,2023-09-13,Delayed
PO001595,SUP014,PROD00044,475,2023-02-24,2023-03-14,In Transit
PO001596,SUP004,PROD00056,526,2023-09-12,2023-10-02,
PO001597,SUP016,ITM00172,142,2023-05-25,2023-06-08,Delivered
PO001598,SUP010,PROD00121,373,2024-01-25,2024-02-08,In Transit
PO001599,SUP013,PROD00178,501,2023-07-28,2023-08-05,In Transit
PO001600,SUP029,PRO00148,166,2025-07-28,2025-08-22,Delayed
PO001601,SUP012,PRO00115,114,2023-09-01,2023-09-09,Cancelled
PO001602,SUP008,SKU00190,98,2025-09-19,2025-10-11,Pending
PO001603,SUP002,SKU00188,499,2024-05-10,2024-06-27,Pending
PO001604,SUP015,PRO00081,146,2023-02-06,2023-03-03,In Transit
PO001605,SUP013,ITM00001,87,2025-08-13,2025-09-22,Cancelled
PO001606,SUP004,ITM00112,466,2024-03-29,2024-05-05,Delayed
PO001607,SUP020,SKU00173,60,2025-01-22,2025-01-28,Delayed
PO001608,SUP028,ITM00126,433,2024-04-01,2024-05-21,Delayed
PO001609,SUP019,PROD00059,177,2025-05-10,2025-05-27,Delivered
PO001610,SUP022,PRO00095,138,2025-08-29,2025-10-11,Cancelled
PO001611,SUP026,PRO00180,413,2025-01-12,2025-03-01,Delayed
PO001612,SUP004,PRO00053,488,2024-09-18,2024-10-21,Pending
PO001613,SUP010,ITM00071,370,2025-09-09,2025-10-16,Cancelled
PO001614,SUP030,SKU00088,446,2024-05-22,2024-06-22,Delayed
PO001615,SUP025,PRO00119,255,2025-03-30,2025-04-09,In Transit
PO001616,SUP007,SKU00082,180,2025-09-10,2025-09-21,In Transit
PO001617,SUP008,PRO00047,430,2023-03-05,2023-03-22,Cancelled
PO001618,SUP008,SKU00179,219,2024-08-09,2024-09-14,Cancelled
PO001619,SUP022,SKU00088,112,2024-05-05,2024-05-25,Delayed
PO001620,SUP022,ITM00065,531,2025-02-05,2025-03-02,Cancelled
PO001621,SUP018,SKU00009,247,2023-08-07,2023-08-15,Pending
PO001622,SUP028,ITM00096,203,2023-08-09,2023-09-13,Cancelled
PO001623,SUP012,ITM00176,528,2024-08-17,2024-08-29,Delayed
PO001624,SUP015,PRO00068,291,2023-03-07,2023-03-14,Cancelled
PO001625,SUP016,ITM00105,75,2025-07-17,2025-08-22,In Transit
PO001626,SUP029,PRO00055,413,2025-02-16,25-02-2025,Delivered
PO001627,SUP030,SKU00124,546,03-05-2024,2024-05-08,Pending
PO001628,SUP019,PRO00155,450,2024-12-22,2025-01-22,Delayed
PO001629,SUP029,SKU00179,52,2024-04-28,2024-05-22,Pending
PO001630,SUP021,PROD00129,482,2024-08-23,2024-09-21,Cancelled
PO001631,SUP001,PRO00017,55,2025-06-11,2025-07-10,Delivered
PO001632,SUP002,PROD00187,187,2023-01-17,2023-01-31,Delayed
PO001633,SUP016,SKU00067,297,03-05-2024,2024-06-03,Pending
PO001634,SUP008,PRO00074,396,2024-09-26,2024-11-13,In Transit
PO001635,SUP004,SKU00124,301,04-01-2023,2023-02-16,Pending
PO001636,SUP003,ITM00050,56,2024-12-01,2024-12-22,Pending
PO001637,SUP001,PROD00145,142,2024-03-02,2024-03-29,Cancelled
PO001638,SUP017,PRO00150,223,2023-12-25,2024-01-17,Cancelled
PO001639,SUP009,PROD00004,291,2023-07-14,2023-08-15,Delivered
PO001640,SUP025,PRO00100,118,2023-11-09,2023-11-21,Pending
PO001641,SUP015,SKU00142,234,2023-11-05,2023-11-11,Pending
PO001642,SUP003,SKU00054,329,2023-09-02,2023-10-06,Cancelled
PO001643,SUP010,ITM00111,157,2024-03-19,2024-03-24,Delivered
PO001644,SUP018,PRO00155,,2023-04-15,2023-04-20,Pending
PO001645,SUP011,ITM00175,129,,2024-06-07,Delayed
PO001646,SUP007,ITM00096,186,2024-10-21,2024-11-20,In Transit
PO001647,SUP010,PROD00168,461,2024-05-10,2024-06-20,Delivered
PO001648,SUP013,PRO00032,337,,2024-04-06,Delivered
PO001649,SUP024,PROD00125,241,2025-06-12,2025-07-01,Pending
PO001650,SUP013,PRO00146,234,2023-02-03,2023-02-14,Delivered
PO001651,SUP008,ITM00050,107,2023-02-14,2023-03-12,Cancelled
PO001652,SUP027,PRO00013,204,2025-09-13,2025-09-30,Delivered
PO001653,SUP025,PROD00160,192,2025-03-13,2025-04-06,In Transit
PO001654,SUP028,PROD00182,372,2024-04-12,2024-05-05,Pending
PO001655,SUP027,ITM00172,343,2024-03-30,2024-05-15,In Transit
PO001656,SUP007,SKU00088,340,2025-01-24,2025-02-06,Delivered
PO001657,SUP030,PROD00006,312,2023-08-21,2023-09-27,Delivered
PO001658,SUP002,ITM00065,175,2025-09-26,2025-11-14,Pending
PO001659,SUP018,SKU00143,208,2025-03-10,2025-04-28,Pending
PO001660,SUP011,SKU00116,397,2023-12-15,2024-01-07,Delivered
PO001661,SUP012,SKU00196,103,2025-07-31,2025-08-16,Pending
PO001662,SUP011,SKU00035,235,2024-02-18,2024-03-26,In Transit
PO001663,SUP019,SKU00083,433,2024-10-15,2024-11-01,Delayed
PO001664,SUP020,ITM00001,289,2024-02-19,2024-03-02,Cancelled
PO001665,SUP004,PROD00073,243,2025-08-08,2025-08-21,Delivered
PO001666,SUP018,PROD00153,460,2023-10-07,2023-10-25,Pending 
PO001667,SUP018,PROD00024,184,2024-02-22,2024-04-09,Cancelled
PO001668,SUP026,SKU00054,227,2025-01-05,2025-02-12,Delayed
PO001669,SUP020,SKU00035,111,2024-03-30,2024-04-24,Delayed
PO001670,SUP003,PROD00016,259,03/07/2025,2025-03-24,Delivered
PO001671,SUP030,PRO00005,456,2025-02-12,2025-03-02,In Transit
PO001672,SUP025,SKU00181,348,05-06-2025,2025-06-18, Delivered 
PO001673,SUP009,SKU00046,528,2023-12-15,2024-02-03,Pending
PO001674,SUP030,SKU00002,116,2024-08-30,2024-10-10,In Transit
PO001675,SUP005,SKU00143,250,2025-06-15,2025-07-28,Pending
PO001676,SUP030,PROD00160,52,2023-09-20,2023-10-02,Cancelled
PO001677,SUP026,SKU00138,447,2024-05-14,2024-06-05,Delivered
PO001678,SUP007,SKU00041,365,2023-01-03,2023-01-15,Pending
PO001679,SUP004,PROD00199,,2024-01-30,2024-03-06,Cancelled
PO001680,SUP004,PRO00151,88,2023-03-14,2023-04-09,In Transit 
PO001681,SUP003,PRO00066,395,2023-10-13,2023-10-19,Pending
PO001682,SUP020,ITM00176,57,2025-06-30,2025-08-01,In Transit
PO001683,SUP004,PROD00006,330,2023-07-04,08/10/2023,Cancelled
PO001684,SUP030,PROD00051,66,2025-05-05,2025-05-18,Delivered
PO001685,SUP001,ITM00189,430,2023-12-30,2024-02-17,Pending
PO001686,SUP030,PROD00018,279,2025-08-11,2025-09-13,Delivered
PO001687,SUP028,PRO00180,475,2023-02-14,2023-02-21,
PO001688,SUP005,ITM00036,352,2025-06-12,2025-07-02,In Transit
PO001689,SUP001,PROD00145,188,2024-04-07,2024-04-18,Cancelled
PO001690,SUP017,PRO00162,346,2024-10-30,2024-12-14,Pending
PO001691,SUP003,PRO00060,365,2025-03-11,2025-04-04,In Transit
PO001692,SUP010,PRO00150,,2025-03-02,2025-03-08,Delivered
PO001693,SUP026,ITM00071,488,2025-04-12,2025-04-29,Cancelled
PO001694,SUP010,ITM00021,228,2024-04-21,2024-04-30, Pending
PO001695,SUP009,PROD00125,171,2025-06-15,2025-07-19,Pending
PO001696,SUP009,PROD00174,428,2025-07-23,2025-08-30,Delayed
PO001697,SUP012,SKU00093,444,2023-12-05,2024-01-23,Delayed
PO001698,SUP016,PROD00147,102,2025-07-11,2025-07-23,Pending
PO001699,SUP012,PROD00051,399,2024-03-29,2024-05-06,Delivered
PO001700,SUP028,PRO00087,277,2024-07-29,2024-08-17,In Transit
PO001701,SUP002,ITM00015,164,2024-10-03,11/02/2024,Pending
PO001702,SUP013,ITM00063,441,2025-02-07,2025-03-29,In Transit
PO001703,SUP022,SKU00086,324,2024-02-03,2024-02-22,Pending
PO001704,SUP006,ITM00065,457,2024-09-27,2024-11-09,In Transit
PO001705,SUP011,PRO00133,369,2025-09-13,2025-09-18,Delayed
PO001706,SUP015,ITM00001,,2024-06-23,2024-07-17,Pending
PO001707,SUP027,ITM00126,116,2025-05-21,2025-06-04,Pending
PO001708,SUP001,ITM00105,187,2023-06-24,2023-07-08,Pending
PO001709,SUP005,PRO00029,508,2025-06-04,2025-07-21,Cancelled
PO001710,SUP006,SKU00093,548,2024-02-24,2024-03-09,Delivered
PO001711,SUP018,PRO00137,194,2023-02-03,2023-02-08,Cancelled
PO001712,SUP026,PROD00084,473,2024-08-09,2024-08-19,Delayed
PO001713,SUP022,PROD00182,153,2025-09-11,20-09-2025,Delivered
PO001714,SUP029,PROD00168,,2025-01-08,2025-02-27,Delayed
PO001715,SUP020,SKU00124,80,2023-08-28,2023-09-28,Delivered
PO001716,SUP019,ITM00096,525,2025-07-10,2025-07-17,Cancelled
PO001717,SUP012,PRO00037,286,2025-03-16,2025-03-26,Pending
PO001718,SUP028,ITM00001,185,2025-08-27,2025-09-16,Cancelled
PO001719,SUP030,PROD00168,259,2023-02-22,2023-04-13,In Transit
PO001720,SUP029,SKU00086,207,2025-06-10,2025-06-21,Delayed
PO001721,SUP013,PROD00084,241,2025-08-04,2025-08-24,Delivered
PO001722,SUP029,PROD00044,82,2023-11-16,2023-11-28,Delayed
PO001723,SUP005,ITM00001,422,2025-03-28,2025-04-27,In Transit
PO001724,SUP019,SKU00143,469,2023-11-26,2023-12-15,Delivered
PO001725,SUP022,SKU00188,337,2024-08-26,2024-10-07,In Transit
PO001726,SUP027,PRO00119,476,2024-06-25,2024-07-15,Cancelled
PO001727,SUP027,PRO00150,243,2023-12-11,2023-12-21,In Transit
PO001728,SUP022,SKU00069,546,2023-01-15,2023-02-06,In Transit
PO001729,SUP014,PRO00017,467,2024-11-20,2024-12-03,Pending
PO001730,SUP028,ITM00033,517,2024-02-25,2024-04-06,Pending
PO001731,SUP006,SKU00002,400,2024-01-05,2024-01-27,Delivered
PO001732,SUP011,PROD00125,399,2024-06-08,2024-07-26,Delayed
PO001733,SUP028,SKU00086,510,2023-11-17,2023-12-20,Delayed
PO001734,SUP007,PROD00016,272,2023-01-01,2023-02-13,Delayed
PO001735,SUP003,SKU00143,314,2024-10-08,2024-11-16,Pending
PO001736,SUP024,PRO00161,207,2024-03-27,2024-04-04,Cancelled
PO001737,SUP001,PROD00044,319,2025-04-20,2025-05-22,Pending
PO001738,SUP015,PRO00029,534,2025-02-28,2025-04-09,Cancelled
PO001739,SUP009,PRO00131,352,2023-10-27,2023-11-17,In Transit
PO001740,SUP017,SKU00181,277,2024-03-09,2024-03-20,In Transit
PO001741,SUP001,SKU00143,368,2024-02-13,2024-03-13,In Transit
PO001742,SUP030,ITM00172,501,2024-06-27,2024-07-06,In Transit
PO001743,SUP004,SKU00061,296,2023-12-24,2024-01-20,Delayed
PO001744,SUP019,PRO00157,541,2024-08-29,2024-09-04,In Transit
PO001745,SUP015,SKU00188,389,2024-02-20,2024-04-09,Pending
PO001746,SUP018,PROD00106,338,2024-10-10,2024-11-13,In Transit
PO001747,SUP028,ITM00111,347,2024-09-16,2024-10-12,In Transit
PO001748,SUP006,SKU00196,262,2023-04-13,2023-05-14,Cancelled
PO001749,SUP004,PROD00090,196,2024-12-06,2025-01-14,Pending
PO001750,SUP006,PRO00078,288,2023-08-05,2023-08-24,Pending
PO001751,SUP005,PRO00144,378,2024-07-09,2024-07-23,Cancelled
PO001752,SUP009,PROD00056,287,2024-06-05,2024-06-12,Cancelled
PO001753,SUP005,PROD00080,393,2023-08-28,2023-10-04,Pending
PO001754,SUP012,ITM00127,202,2023-08-12,09/13/2023,In Transit
PO001755,SUP016,SKU00118,467,2024-10-26,2024-11-12,Delivered
PO001756,SUP008,SKU00035,80,2024-09-29,2024-10-30,Delivered
PO001757,SUP022,PRO00163,116,2025-07-14,2025-08-27,In Transit
PO001758,SUP008,SKU00046,211,2025-07-10,2025-08-07,In Transit
PO001759,SUP026,PROD00090,72,2025-01-03,2025-01-17,Delivered
PO001760,SUP024,PRO00029,519,2024-09-28,2024-10-06,In Transit
PO001761,SUP022,SKU00122,69,2024-08-06,2024-08-14,
PO001762,SUP007,ITM00011,308,2025-06-01,2025-07-10,Delayed
PO001763,SUP028,PRO00131,419,2024-09-19,2024-11-06,In Transit
PO001764,SUP020,SKU00083,395,2025-02-22,2025-03-03,Delayed
PO001765,SUP014,SKU00069,259,2025-08-06,2025-08-19,Delivered
PO001766,SUP013,PROD00129,263,2023-03-18,2023-05-06,
PO001767,SUP002,PRO00162,144,2025-03-24,2025-04-22,Delayed
PO001768,SUP019,PRO00163,77,2025-02-19,2025-03-28,Delivered
PO001769,SUP003,PRO00076,83,2024-12-21,2025-02-07,Cancelled
PO001770,SUP023,PRO00007,148,2024-06-15,2024-07-24,In Transit
PO001771,SUP009,SKU00061,325,2025-03-17,2025-04-18,Delivered
PO001772,SUP010,PRO00119,404,2023-04-07,2023-04-14,Delivered
PO001773,SUP030,ITM00011,145,2025-05-27,2025-06-22,Cancelled
PO001774,SUP019,PRO00076,459,2023-11-02,2023-12-16,Cancelled
PO001775,SUP012,SKU00170,370,2024-04-10,2024-05-13,Cancelled
PO001776,SUP028,ITM00001,351,2024-07-05,2024-08-13,Delivered
PO001777,SUP016,ITM00172,512,2023-11-19,2023-12-02,In Transit
PO001778,SUP003,PROD00004,284,2024-12-07,2025-01-09,Pending
PO001779,SUP001,SKU00194,527,2024-07-10,2024-08-18,Cancelled
PO001780,SUP022,ITM00134,547,2023-03-29,2023-05-09,Pending
PO001781,SUP006,PROD00187,502,2024-05-15,2024-06-20,Delayed
PO001782,SUP028,PROD00006,464,2023-05-22,2023-06-05,Pending
PO001783,SUP013,SKU00197,93,2024-10-26,2024-11-24,Delivered
PO001784,SUP009,ITM00189,456,,2025-03-03,Pending
PO001785,SUP011,ITM00158,109,2024-10-06,2024-11-07,Cancelled
PO001786,SUP010,PROD00018,479,2023-03-01,2023-03-22,Delayed
PO001787,SUP001,PRO00087,183,2024-02-21,2024-03-16,In Transit
PO001788,SUP010,PRO00027,300,2023-12-01,2023-12-19,Pending
PO001789,SUP019,SKU00054,229,2023-08-04,2023-08-28,Cancelled
PO001790,SUP016,SKU00142,477,2023-01-05,2023-02-21,Cancelled
PO001791,SUP025,PRO00097,358,2025-05-15,2025-06-18,In Transit
PO001792,SUP030,SKU00124,83,2024-08-07,2024-09-14,Delivered
PO001793,SUP027,SKU00194,432,2023-11-18,2023-12-18,In Transit
PO001794,SUP026,SKU00093,518,2024-07-06,2024-08-14,Cancelled
PO001795,SUP021,ITM00021,291,2024-12-20,2025-01-31,Cancelled
PO001796,SUP020,PROD00185,469,2023-06-15,2023-06-22,In Transit
PO001797,SUP030,ITM00126,86,2024-10-19,2024-12-04,Delayed
PO001798,SUP008,SKU00196,389,2023-12-23,2023-12-29,Pending
PO001799,SUP001,PRO00115,501,2024-07-18,2024-07-31,Cancelled
PO001800,SUP005,SKU00130,166,2024-10-04,2024-11-08,Delayed
PO001801,SUP024,SKU00020,478,2023-05-29,2023-06-05,In Transit
PO001802,SUP027,PROD00185,495,2023-05-06,2023-06-11,In Transit
PO001803,SUP016,SKU00116,,2023-12-07,2024-01-17,In Transit
PO001804,SUP021,SKU00072,530,2023-01-04,2023-02-22,Pending
PO001805,SUP008,PRO00157,,2025-04-21,2025-05-10,Pending
PO001806,SUP011,SKU00020,174,2025-04-17,2025-05-24,Delivered
PO001807,SUP029,PRO00195,465,2024-06-22,2024-08-03,Delivered
PO001808,SUP006,ITM00176,267,2023-11-19,2023-11-27,In Transit
PO001809,SUP007,SKU00179,474,2023-03-07,2023-04-17,Delivered
PO001810,SUP004,PRO00066,369,2023-03-29,2023-05-10,Delivered
PO001811,SUP017,SKU00188,354,28-07-2023,2023-08-25,Delayed
PO001812,SUP027,PROD00006,177,2024-12-19,2025-02-05,Delivered
PO001813,SUP015,PRO00180,178,2024-07-24,2024-08-29,In Transit
PO001814,SUP028,PRO00193,53,2023-03-20,2023-04-07,Delivered
PO001815,SUP009,SKU00118,251,2025-09-19,2025-10-09,Cancelled
PO001816,SUP028,ITM00011,433,,2023-06-07,Cancelled
PO001817,SUP022,PRO00104,109,2025-08-21,2025-10-06,Delayed
PO001818,SUP011,PRO00162,313,2024-10-04,2024-10-30,Cancelled
PO001819,SUP028,PRO00042,233,2023-10-04,2023-10-18,Delivered
PO001820,SUP021,PRO00180,441,2025-08-21,2025-10-03,Cancelled
PO001821,SUP006,PRO00148,232,2024-03-22,2024-04-18,Pending
PO001822,SUP009,SKU00046,486,2023-06-23,2023-07-15,Pending
PO001823,SUP019,SKU00054,330,2023-03-12,2023-04-19,In Transit
PO001824,SUP019,SKU00179,452,2024-02-27,2024-03-14,Cancelled
PO001825,SUP018,PROD00004,199,2023-04-11,2023-04-21,Pending
PO001826,SUP008,SKU00072,549,2023-12-26,2024-02-03, Pending
PO001827,SUP015,PRO00115,459,2024-09-05,2024-10-01,Pending
PO001828,SUP013,PRO00030,119,2023-04-03,2023-04-13,Cancelled
PO001829,SUP025,ITM00158,447,2024-03-07,2024-03-25,Delayed
PO001830,SUP016,SKU00186,54,2024-12-16,2025-01-22,Cancelled
PO001831,SUP021,PRO00115,291,2025-09-18,2025-10-08,Delayed
PO001832,SUP004,PROD00049,333,2023-11-08,2023-12-04,Pending
PO001833,SUP017,ITM00099,190,2025-01-20,2025-02-02,In Transit
PO001834,SUP010,ITM00166,110,,2025-03-11,In Transit
PO001835,SUP014,PRO00060,84,2024-10-06,2024-10-11,Delivered
PO001836,SUP004,SKU00009,218,2023-05-07,2023-05-23,Delayed
PO001837,SUP002,PROD00129,389,2025-06-23,2025-07-15,In Transit
PO001838,SUP026,PROD00174,334,2024-09-06,2024-10-16, Cancelled 
PO001839,SUP008,PRO00060,328,2023-09-02,2023-09-08,In Transit
PO001840,SUP013,ITM00034,83,2025-03-16,2025-04-08,In Transit
PO001841,SUP030,SKU00124,172,2024-02-02,2024-03-22,Pending
PO001842,SUP021,PROD00049,537,2023-03-30,2023-04-30,Delivered
PO001843,SUP011,PRO00053,323,2024-06-12,2024-06-28,Cancelled
PO001844,SUP029,ITM00111,523,2023-01-06,2023-01-18,Delayed
PO001845,SUP025,ITM00058,321,2024-01-16,2024-02-04,In Transit
PO001846,SUP012,ITM00077,226,2024-07-23,2024-08-13,Delivered
PO001847,SUP009,PROD00073,87,2025-08-07,2025-08-12,Delayed
PO001848,SUP018,PRO00027,410,26-05-2023,2023-06-12,Cancelled
PO001849,SUP029,SKU00116,248,2024-08-05,2024-09-05,Delivered
PO001850,SUP022,ITM00134,505,2024-11-18,2024-11-28,Pending
PO001851,SUP027,PROD00059,,2023-04-17,2023-05-18,Cancelled
PO001852,SUP012,SKU00002,346,2023-05-01,2023-06-07,Delivered
PO001853,SUP027,PRO00119,80,2023-12-08,2024-01-09,Cancelled
PO001854,SUP020,PROD00187,416,2024-05-13,2024-06-03,In Transit
PO001855,SUP001,SKU00122,229,2023-11-04,2023-11-18,Cancelled
PO001856,SUP002,PRO00064,128,2024-05-27,2024-07-12,Delayed
PO001857,SUP029,PRO00078,505,2024-01-16,2024-02-13,Delayed
PO001858,SUP005,SKU00181,53,2025-05-26,2025-06-13,Delivered
PO001859,SUP016,SKU00173,185,2025-01-15,2025-01-27,Cancelled
PO001860,SUP007,PRO00131,356,2024-12-05,2024-12-28,Delivered
PO001861,SUP009,PRO00137,118,2023-02-26,2023-04-02,Delivered
PO001862,SUP021,SKU00035,290,2023-01-08,2023-02-11,
PO001863,SUP024,SKU00041,234,2024-08-27,2024-09-12,Pending
PO001864,SUP009,SKU00035,506,2024-03-05,2024-04-05,Cancelled
PO001865,SUP015,PRO00097,307,2025-06-23,2025-08-05,Delayed
PO001866,SUP007,ITM00099,262,2025-09-04,2025-10-08,Cancelled
PO001867,SUP007,SKU00098,144,2023-02-02,2023-02-12,In Transit
PO001868,SUP025,PROD00045,98,2024-06-01,2024-07-07,Pending
PO001869,SUP019,SKU00101,138,2024-09-18,2024-10-15,Delivered
PO001870,SUP004,PRO00109,418,2024-05-10,2024-06-01,Delayed
PO001871,SUP026,ITM00071,130,2025-03-11,2025-04-30,In Transit
PO001872,SUP009,PRO00161,73,2025-06-26,2025-07-20,In Transit
PO001873,SUP021,ITM00128,423,2023-01-11,2023-01-27,In Transit
PO001874,SUP026,PROD00178,514,12/10/2023,2023-12-25,Delivered
PO001875,SUP018,ITM00105,417,2023-06-11,2023-07-11,In Transit
PO001876,SUP014,PRO00012,101,2023-12-28,2024-01-14,Delayed
PO001877,SUP028,PRO00052,415,2023-06-09,2023-07-07,
PO001878,SUP015,PROD00084,155,2023-08-11,2023-08-16,Cancelled
PO001879,SUP005,PROD00006,166,2024-02-09,2024-03-26,In Transit
PO001880,SUP029,PRO00081,265,2024-09-08,2024-10-24,Delayed
